NPA,CO Code (NXX),Company,OCN,Status,Rate Center,Remarks
,,,,,,2018-11-05
705,200,Rogers Communications Canada Inc. (Wireless),8821,In Service,Mattawa,
705,201,ISP Telecom,4727,In Service,Peterborough,
705,202,ISP Telecom,4727,In Service,Campbellford,
705,203,TELUS Mobility,8303,In Service,Parry Sound,
705,204,TELUS Mobility,8303,In Service,Bracebridge,
705,205,TELUS Mobility,8303,In Service,Bracebridge,
705,206,TELUS Mobility,8303,In Service,Sault Ste. Marie,
705,207,TELUS Mobility,8303,In Service,Sudbury,
705,208,TELUS Mobility,8303,In Service,Algoma Mills,
705,209,TELUS Mobility,8303,In Service,Midland,
705,210,TELUS Mobility,8303,In Service,Gore Bay,
705,211,,,For Special Use,,Public Information and Referral Services
705,212,Fibernetics Corporation,464D,In Service,Lindsay,
705,213,Fibernetics Corporation,464D,In Service,Bobcaygeon,
705,214,Fibernetics Corporation,464D,In Service,Cannington,
705,215,Fibernetics Corporation,464D,In Service,Fenelon Falls,
705,216,Fibernetics Corporation,464D,In Service,Coboconk,
705,217,Fibernetics Corporation,464D,In Service,Beaverton,
705,218,Rogers Communications Canada Inc. (Wireless),8821,In Service,Mattawa,
705,219,Fibernetics Corporation,464D,In Service,Sunderland,
705,220,Rogers Communications Canada Inc. (Wireless),8821,In Service,Barrie,
705,221,TELUS Mobility,8303,In Service,Timmins,
705,222,ExaTEL Inc.,3147,In Service,Sudbury,
705,223,ExaTEL Inc.,3147,In Service,North Bay,
705,224,ExaTEL Inc.,3147,In Service,Huntsville,
705,225,Northern Telephone Ltd.,8228,In Service,Timmins,
705,226,,,Not Available,,Not available - existing Canadian NPA
705,227,Bell Mobility,6574,In Service,Algoma Mills,
705,228,Bell Canada,8051,In Service,Udora,
705,229,Bell Mobility,6574,In Service,Barrie,
705,230,Iristel Inc.,154E,In Service,Borden-Angus,
705,231,Bell Mobility,6574,In Service,Iroquois Falls NT,
705,232,Northern Telephone Ltd.,8228,In Service,Iroquois Falls NT,
705,233,Bell Canada,8051,In Service,Sultan,
705,234,Bell Canada,8051,In Service,Missanabie,
705,235,Northern Telephone Ltd.,8228,In Service,South Porcupine,
705,236,Northern Telephone Ltd.,8228,In Service,Ramore,
705,237,Ontera-a division of Northern Tel L.P.,8229,In Service,Temagami,
705,238,Bell Canada,8051,In Service,Orillia,
705,239,Bell Canada,8051,In Service,Biscotasing,
705,240,ExaTEL Inc.,3147,In Service,South Porcupine,
705,241,Rogers Communications Canada Inc. (Wireless),8821,In Service,Barrie,
705,242,Iristel Inc.,154E,In Service,Orillia,
705,243,Iristel Inc.,154E,In Service,Peterborough,
705,244,Bell Aliant Regional Communications,709G,In Service,Capreol,
705,245,Rogers Communications Canada Inc. (Cable),743B,In Service,Midland,
705,246,Bell Canada,8051,In Service,St. Joseph Island,
705,247,Bell Canada,8051,In Service,Christian Island,
705,248,Bell Canada,8051,In Service,Echo Bay,
705,249,,,Not Available,,Home NPA
705,250,Rogers Communications Canada Inc. (Cable),743B,In Service,Alliston,
705,251,ExaTEL Inc.,3147,In Service,Sault Ste. Marie,
705,252,Rogers Communications Canada Inc. (Cable),743B,In Service,Barrie,
705,253,Bell Canada,8051,In Service,Sault Ste. Marie,
705,254,Bell Canada,8051,In Service,Sault Ste. Marie,
705,255,Rogers Communications Canada Inc. (Wireless),8821,In Service,Sault Ste. Marie,
705,256,Bell Canada,8051,In Service,Sault Ste. Marie,
705,257,Bell Canada,8051,In Service,Sault Ste. Marie,
705,258,Ontera-a division of Northern Tel L.P.,8229,In Service,Iroquois Falls AP,
705,259,Rogers Communications Canada Inc. (Cable),743B,In Service,Orillia,
705,260,Rogers Communications Canada Inc. (Wireless),8821,In Service,Sault Ste. Marie,
705,261,Rogers Communications Canada Inc. (Wireless),8821,In Service,Elliot Lake,
705,262,TELUS Mobility,8303,In Service,Timmins,
705,263,Bell Canada,8051,In Service,Westree,
705,264,Northern Telephone Ltd.,8228,In Service,Timmins,
705,265,Ontera-a division of Northern Tel L.P.,660E,In Service,Timmins,
705,266,Northern Telephone Ltd.,8228,In Service,Timmins,
705,267,Northern Telephone Ltd.,8228,In Service,Timmins,
705,268,Northern Telephone Ltd.,8228,In Service,Timmins,
705,269,ExaTEL Inc.,3147,In Service,Timmins,
705,270,TELUS Integrated Communications,2782,In Service,Peterborough,
705,271,Cochrane Public Utilities Commission,8206,In Service,Cochrane,
705,272,Cochrane Public Utilities Commission,8206,In Service,Cochrane,
705,273,Northern Telephone Ltd.,8228,In Service,Matheson,
705,274,TELUS Mobility,8303,In Service,Timmins,
705,275,Bell Canada,8051,In Service,Kashechewan,
705,276,Nexicom Telecommunications Inc,995D,In Service,Bethany,
705,277,Bell Canada,8051,In Service,Bethany,
705,278,Bell Canada,8051,In Service,Fort Albany,
705,279,TELUS Mobility,8303,In Service,Barrie,
705,280,Rogers Communications Canada Inc. (Wireless),8821,In Service,Sudbury,
705,281,Rogers Communications Canada Inc. (Wireless),8821,In Service,Mattawa,
705,282,Bell Canada,8051,In Service,Gore Bay,
705,283,Bell Canada,8051,In Service,Silverwater,
705,284,Bragg Communications Inc.,4878,In Service,Whitefish Falls,
705,285,Bell Canada,8051,In Service,Whitefish Falls,
705,286,Bell Canada,8051,In Service,Minden,
705,287,Bell Canada,8051,In Service,Killarney,
705,288,Bell Mobility,6574,In Service,Timmins,
705,289,,,Available,,
705,290,Rogers Communications Canada Inc. (Cable),743B,In Service,Lefroy,
705,291,Rogers Communications Canada Inc. (Cable),743B,In Service,Cookstown,
705,292,Bell Canada,8051,In Service,Bridgenorth,
705,293,Rogers Communications Canada Inc. (Cable),743B,In Service,Collingwood,
705,294,Rogers Communications Canada Inc. (Cable),743B,In Service,Stroud,
705,295,Nexicom Telephones Inc.,8230,In Service,Keene,
705,296,Nexicom Telecommunications Inc,995D,In Service,Bridgenorth,
705,297,TELUS Mobility,8303,In Service,Sault Ste. Marie,
705,298,TELUS Integrated Communications,2782,In Service,Orillia,
705,299,Bell Canada,8051,In Service,Ramsay,
705,300,Iristel Inc.,154E,In Service,Barrie,
705,301,Rogers Communications Canada Inc. (Wireless),8821,In Service,Goulais,
705,302,Iristel Inc.,154E,In Service,Barrie,
705,303,Bell Mobility,6574,In Service,North Bay,
705,304,Iristel Inc.,154E,In Service,Peterborough,
705,305,TELUS Mobility,8303,In Service,Barrie,
705,306,TELUS Mobility,8303,In Service,Haliburton,
705,307,TELUS Mobility,8303,In Service,Lindsay,
705,308,TELUS Mobility,8303,In Service,Lindsay,
705,309,TELUS Mobility,8303,In Service,Barrie,
705,310,Bell Canada,8051,In Service,7 Digit Service,7 Digit Service
705,311,,,For Special Use,,Non-Emergency Municipal Government Services
705,312,TELUS Mobility,8303,In Service,Peterborough,
705,313,Rogers Communications Canada Inc. (Wireless),8821,In Service,Peterborough,
705,314,Bell Mobility,6574,In Service,Smooth Rock Falls,
705,315,Iristel Inc.,154E,In Service,Barrie,
705,316,Comwave Networks,160G,In Service,North Bay,
705,317,Comwave Networks,160G,In Service,Udora,
705,318,Comwave Networks,160G,In Service,Pefferlaw,
705,319,ExaTEL Inc.,3147,In Service,Kapuskasing,
705,320,TELUS Integrated Communications,2782,In Service,Lindsay,
705,321,TELUS Mobility,8303,In Service,Barrie,
705,322,Bell Canada,8051,In Service,Elmvale,
705,323,Bell Canada,8051,In Service,Orillia,
705,324,Bell Canada,8051,In Service,Lindsay,
705,325,Bell Canada,8051,In Service,Orillia,
705,326,Bell Canada,8051,In Service,Orillia,
705,327,Bell Canada,8051,In Service,Orillia,
705,328,Bell Canada,8051,In Service,Lindsay,
705,329,Bell Canada,8051,In Service,Orillia,
705,330,Bell Canada,8051,In Service,Orillia,
705,331,TELUS Mobility,8303,In Service,Barrie,
705,332,Bell Mobility,6574,In Service,Kapuskasing,
705,333,TELUS Mobility,8303,In Service,Barrie,
705,334,Northern Telephone Ltd.,8228,In Service,Abitibi Canyon,
705,335,Northern Telephone Ltd.,8228,In Service,Kapuskasing,
