NPA,CO Code (NXX),Company,OCN,Status,Rate Center,Remarks
,,,,,,2018-11-05
367,200,,,Available,,
367,201,,,Available,,
367,202,,,Available,,
367,203,,,Available,,
367,204,,,Available,,
367,205,,,Available,,
367,206,,,Available,,
367,207,,,Available,,
367,208,,,Available,,
367,209,,,Available,,
367,210,Videotron Ltd.,8306,New NPA Testing,Quebec,
367,211,,,For Special Use,,Public Information and Referral Services
367,212,,,Available,,
367,213,,,Available,,
367,214,,,Available,,
367,215,,,Available,,
367,216,,,Available,,
367,217,,,Available,,
367,218,,,Available,,
367,219,,,Available,,
367,220,,,Available,,
367,221,,,Available,,
367,222,,,Available,,
367,223,,,Available,,
367,224,,,Available,,
367,225,,,Available,,
367,226,,,Available,,
367,227,,,Available,,
367,228,,,Available,,
367,229,,,Available,,
367,230,,,Available,,
367,231,,,Available,,
367,232,,,Available,,
367,233,,,Available,,
367,234,,,Available,,
367,235,,,Available,,
367,236,,,Available,,
367,237,,,Available,,
367,238,,,Available,,
367,239,,,Available,,
367,240,,,Available,,
367,241,,,Available,,
367,242,,,Available,,
367,243,,,Available,,
367,244,,,Available,,
367,245,,,Available,,
367,246,,,Available,,
367,247,,,Available,,
367,248,,,Available,,
367,249,,,Available,,
367,250,,,Available,,
367,251,,,Available,,
367,252,,,Available,,
367,253,,,Available,,
367,254,,,Available,,
367,255,,,Available,,
367,256,,,Available,,
367,257,,,Available,,
367,258,,,Available,,
367,259,,,Available,,
367,260,,,Available,,
367,261,,,Available,,
367,262,,,Available,,
367,263,,,Available,,
367,264,,,Available,,
367,265,,,Available,,
367,266,,,Available,,
367,267,,,Available,,
367,268,,,Available,,
367,269,,,Available,,
367,270,,,Available,,
367,271,,,Available,,
367,272,,,Available,,
367,273,,,Not Available,,Not available iaw Section 3.7 of CO Code Guidelines: Future Canadian Geographic NPA
367,274,,,Available,,
367,275,,,Available,,
367,276,,,Available,,
367,277,,,Available,,
367,278,,,Available,,
367,279,,,Available,,
367,280,,,Available,,
367,281,,,Available,,
367,282,,,Available,,
367,283,,,Available,,
367,284,,,Available,,
367,285,,,Available,,
367,286,,,Available,,
367,287,,,Available,,
367,288,,,Available,,
367,289,,,Available,,
367,290,,,Available,,
367,291,,,Available,,
367,292,,,Available,,
367,293,,,Available,,
367,294,,,Available,,
367,295,,,Available,,
367,296,,,Available,,
367,297,,,Available,,
367,298,,,Available,,
367,299,,,Available,,
367,300,,,Available,,
367,301,,,Available,,
367,302,,,Available,,
367,303,,,Available,,
367,304,,,Available,,
367,305,,,Available,,
367,306,,,Available,,
367,307,,,Available,,
367,308,,,Available,,
367,309,,,Available,,
367,310,,,Available,,
367,311,,,For Special Use,,Non-Emergency Municipal Government Services
367,312,,,Available,,
367,313,,,Available,,
367,314,,,Available,,
367,315,,,Available,,
367,316,,,Available,,
367,317,,,Available,,
367,318,,,Available,,
367,319,,,Available,,
367,320,,,Available,,
367,321,,,Available,,
367,322,,,Available,,
367,323,,,Available,,
367,324,,,Available,,
367,325,,,Available,,
367,326,,,Available,,
367,327,,,Available,,
367,328,,,Available,,
367,329,,,Available,,
367,330,,,Available,,
367,331,,,Available,,
367,332,,,Available,,
367,333,,,Available,,
367,334,,,Available,,
367,335,,,Available,,
367,336,,,Available,,
367,337,,,Available,,
367,338,,,Available,,
367,339,,,Available,,
367,340,,,Available,,
367,341,,,Available,,
367,342,,,Available,,
367,343,,,Available,,
367,344,,,Available,,
367,345,,,Available,,
367,346,,,Available,,
367,347,,,Available,,
367,348,,,Available,,
367,349,,,Available,,
367,350,,,Available,,
367,351,,,Available,,
367,352,,,Available,,
367,353,,,Available,,
367,354,,,Available,,
367,355,,,Available,,
367,356,,,Available,,
367,357,,,Available,,
367,358,,,Available,,
367,359,,,Available,,
367,360,,,Available,,
367,361,,,Available,,
367,362,,,Available,,
367,363,,,Available,,
367,364,,,Available,,
367,365,,,Available,,
367,366,,,Available,,
367,367,,,Not Available,,Home NPA
367,368,,,Available,,
367,369,,,Available,,
367,370,,,Available,,
367,371,,,Available,,
367,372,,,Available,,
367,373,,,Available,,
367,374,,,Available,,
367,375,,,Available,,
367,376,,,Available,,
367,377,,,Available,,
